Dungeon Name,Adventurer 1 Class,Adventurer 1 Level,Adventurer 2 Class,Adventurer 2 Level,Adventurer 3 Class,Adventurer 3 Level,Adventurer 4 Class,Adventurer 4 Level,Encounter 1,Encounter 2,Encounter 3,Encounter 4,Encounter 5,Encounter 6,Encounter 7,Encounter 8,Encounter 9,Encounter 10,Encounter 11,Encounter 12,Threat Level,# Encounters,# Encounters Beaten,Victory?,Defeated By,# of Fighter Adventurers,Total Level of Fighter Adventurers,Max Level of Fighter Adventurers,# of Ranger Adventurers,Total Level of Ranger Adventurers,Max Level of Ranger Adventurers,# of Mage Adventurers,Total Level of Mage Adventurers,Max Level of Mage Adventurers,# of Cleric Adventurers,Total Level of Cleric Adventurers,Max Level of Cleric Adventurers,# of Druid Adventurers,Total Level of Druid Adventurers,Max Level of Druid Adventurers,# of Rogue Adventurers,Total Level of Rogue Adventurers,Max Level of Rogue Adventurers,# of Goblins Encounters,# of Goblin Chieftain Encounters,# of Wolves Encounters,# of Orcs Encounters,# of Orc Warlord Encounters,# of Orc Shaman Encounters,# of Skeletons Encounters,# of Zombies Encounters,# of Ghosts Encounters,# of Basilisk Encounters,# of Lich Encounters,# of Dragon Encounters,# of Boulder Trap Encounters,# of Lever Puzzle Room Encounters,# of Riddle Door Encounters,# of Cursed Altar Encounters,# of Snake Pit Encounters,# of Poison Needle Trap Encounters
Lost Treasure of Lakeshore,Cleric,1,Druid,2,Ranger,3,Mage,2,Boulder Trap,Cursed Altar,Zombies,Lever Puzzle Room,Lever Puzzle Room,Snake Pit,,,,,,,2.75,6,3,0,Lever Puzzle Room,0,0,0,1,3,3,1,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0
Timeless Treasure of Cheliax,Fighter,3,Ranger,4,Druid,3,Ranger,3,Boulder Trap,Skeletons,Boulder Trap,Riddle Door,Snake Pit,Zombies,Zombies,,,,,,3.25,7,7,1,,1,3,3,2,7,4,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,1,0
Orc Keep of Sintharion,Druid,6,Ranger,5,Ranger,5,Mage,6,Wolves,Orcs,Wolves,Wolves,Boulder Trap,Boulder Trap,Boulder Trap,Orcs,Orcs,Orc Shaman,,,5.75,10,10,1,,0,0,0,2,10,5,1,6,6,0,0,0,1,6,6,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0
Lost Treasure of Limeneth,Fighter,2,Druid,3,Ranger,3,Cleric,3,Snake Pit,Zombies,Lever Puzzle Room,Cursed Altar,Boulder Trap,Poison Needle Trap,,,,,,,2.75,6,6,1,,1,2,2,1,3,3,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
Forgotten Treasure of Riverfell,Rogue,5,Cleric,3,Ranger,5,Druid,3,Wolves,Riddle Door,Cursed Altar,Ghosts,Ghosts,Ghosts,,,,,,,3.75,6,6,1,,0,0,0,1,5,5,0,0,0,1,3,3,1,3,3,1,5,5,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0
Forgotten Treasure of Calantha,Ranger,4,Mage,4,Rogue,3,Druid,4,Riddle Door,Boulder Trap,Zombies,Ghosts,Zombies,Ghosts,,,,,,,3.25,6,6,1,,0,0,0,1,4,4,1,4,4,0,0,0,1,4,4,1,3,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0
Ancient Lair of Galoron,Fighter,3,Ranger,3,Cleric,3,Mage,4,Lever Puzzle Room,Zombies,Cursed Altar,Lich,,,,,,,,,3.0,4,4,1,,1,3,3,1,3,3,1,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
Abandoned Treasure of Azmar,Cleric,3,Druid,5,Fighter,3,Ranger,2,Zombies,Snake Pit,Poison Needle Trap,Lever Puzzle Room,Boulder Trap,Boulder Trap,Cursed Altar,Skeletons,,,,,3.75,8,8,1,,1,3,3,1,2,2,0,0,0,1,3,3,1,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,1
Dread Lair of Azmar,Mage,4,Cleric,5,Rogue,5,Fighter,5,Poison Needle Trap,Snake Pit,Wolves,Lever Puzzle Room,Dragon,,,,,,,,4.5,5,4,0,Dragon,1,5,5,0,0,0,1,4,4,1,5,5,0,0,0,1,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Sunken Maw of Lakeshore,Cleric,2,Druid,2,Ranger,3,Fighter,4,Cursed Altar,Skeletons,Zombies,Boulder Trap,Basilisk,,,,,,,,3.0,5,5,1,,1,4,4,1,3,3,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
Goblin Tower of Lemarchand,Rogue,2,Cleric,3,Mage,1,Rogue,3,Goblins,Goblins,Snake Pit,Snake Pit,Goblins,Goblins,Goblins,,,,,,2.375,7,4,0,Goblins,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,2,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Orc Fort of Sintharion,Rogue,5,Cleric,5,Druid,5,Mage,5,Poison Needle Trap,Orcs,Orcs,Orcs,Poison Needle Trap,Orcs,Poison Needle Trap,Orcs,Wolves,Orc Shaman,,,5.25,10,10,1,,0,0,0,0,0,0,1,5,5,1,5,5,1,5,5,1,5,5,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Mountain Goblin Cave of Calantha,Rogue,5,Druid,3,Druid,3,Mage,3,Boulder Trap,Goblins,Boulder Trap,Wolves,Wolves,Goblins,Goblin Chieftain,,,,,,3.6500000000000004,7,6,0,Goblin Chieftain,0,0,0,0,0,0,1,3,3,0,0,0,2,6,3,1,5,5,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Nightmare Cave of Azmar,Fighter,1,Cleric,3,Mage,2,Rogue,5,Skeletons,Cursed Altar,Basilisk,,,,,,,,,,2.0,3,3,1,,1,1,1,0,0,0,1,2,2,1,3,3,0,0,0,1,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Lost Treasure of Sintharion,Cleric,5,Rogue,6,Mage,5,Mage,4,Riddle Door,Cursed Altar,Boulder Trap,Boulder Trap,Wolves,Wolves,Skeletons,Wolves,,,,,4.5,8,8,1,,0,0,0,0,0,0,2,9,5,1,5,5,0,0,0,1,6,6,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0
Old Lair of Lakeshore,Ranger,5,Cleric,5,Rogue,4,Druid,3,Skeletons,Zombies,Snake Pit,Lever Puzzle Room,Zombies,Lich,,,,,,,4.0,6,6,1,,0,0,0,1,5,5,0,0,0,1,5,5,1,3,3,1,4,4,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0
Mountain Goblin Town of Icemarch,Rogue,4,Druid,3,Rogue,2,Cleric,1,Poison Needle Trap,Wolves,Goblins,Goblins,,,,,,,,,1.65,4,4,1,,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,2,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Infernal Cave of Galoron,Ranger,4,Druid,5,Rogue,5,Rogue,4,Snake Pit,Wolves,Orcs,Poison Needle Trap,Dragon,,,,,,,,4.5,5,4,0,Dragon,0,0,0,1,4,4,0,0,0,0,0,0,1,5,5,2,9,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Ancient Lair of Darkflight Pass,Ranger,2,Druid,3,Rogue,3,Cleric,4,Zombies,Skeletons,Lever Puzzle Room,Snake Pit,Lich,,,,,,,,3.5,5,5,1,,0,0,0,1,2,2,0,0,0,1,4,4,1,3,3,1,3,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
Night Goblin Fort of Icemarch,Mage,3,Cleric,3,Cleric,4,Fighter,4,Goblins,Goblins,Poison Needle Trap,Poison Needle Trap,Goblins,Goblins,Goblins,Poison Needle Trap,Goblin Chieftain,,,,3.625,9,7,0,Poison Needle Trap,1,4,4,0,0,0,1,3,3,2,7,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Forgotten Treasure of Galoron,Fighter,4,Mage,5,Fighter,6,Rogue,6,Ghosts,Zombies,Riddle Door,Ghosts,Wolves,Riddle Door,Poison Needle Trap,Poison Needle Trap,Lever Puzzle Room,,,,5.0,9,9,1,,2,10,6,0,0,0,1,5,5,0,0,0,0,0,0,1,6,6,0,0,1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,2
Sunken Cave of Stonefell Peak,Ranger,3,Ranger,4,Cleric,3,Druid,4,Boulder Trap,Zombies,Zombies,Skeletons,Basilisk,,,,,,,,3.0,5,4,0,Basilisk,0,0,0,2,7,4,0,0,0,1,3,3,1,4,4,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0
Undead City of Calantha,Mage,5,Druid,6,Cleric,7,Mage,7,Boulder Trap,Ghosts,Skeletons,Ghosts,Boulder Trap,Skeletons,Boulder Trap,Skeletons,Lich,,,,6.0,9,9,1,,0,0,0,0,0,0,2,12,7,1,7,7,1,6,6,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,3,0,0,0,0,0
Undead City of Stormwind,Mage,1,Ranger,1,Druid,1,Rogue,2,Zombies,Skeletons,Poison Needle Trap,Skeletons,,,,,,,,,1.75,4,3,0,Skeletons,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Abandoned Treasure of Cheliax,Mage,3,Fighter,2,Cleric,3,Cleric,3,Snake Pit,Ghosts,Snake Pit,Snake Pit,Skeletons,Zombies,,,,,,,3.0,6,4,0,Skeletons,1,2,2,0,0,0,1,3,3,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0
Lost Dungeon of Galoron,Rogue,3,Cleric,3,Fighter,4,Ranger,5,Zombies,Boulder Trap,Cursed Altar,Skeletons,Poison Needle Trap,Wolves,Ghosts,,,,,,3.75,7,7,1,,1,4,4,1,5,5,0,0,0,1,3,3,0,0,0,1,3,3,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
Forgotten Temple of Riverfell,Ranger,5,Cleric,6,Mage,5,Rogue,6,Ghosts,Poison Needle Trap,Lever Puzzle Room,Zombies,Snake Pit,Basilisk,Snake Pit,Riddle Door,,,,,4.75,8,8,1,,0,0,0,1,5,5,1,5,5,1,6,6,0,0,0,1,6,6,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,1
Orc Camp of Lakeshore,Cleric,4,Druid,5,Rogue,4,Fighter,4,Poison Needle Trap,Wolves,Orcs,Wolves,Poison Needle Trap,Orc Warlord,,,,,,,4.0,6,6,1,,1,4,4,0,0,0,0,0,0,1,4,4,1,5,5,1,4,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Goblin Tower of Galoron,Fighter,3,Ranger,4,Ranger,4,Cleric,2,Goblins,Goblins,Goblins,Goblins,Poison Needle Trap,Goblins,Poison Needle Trap,Poison Needle Trap,Goblin Chieftain,,,,3.625,9,7,0,Poison Needle Trap,1,3,3,2,8,4,0,0,0,1,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sunken Maw of Riverfell,Druid,4,Rogue,4,Cleric,5,Rogue,7,Wolves,Lever Puzzle Room,Cursed Altar,Dragon,,,,,,,,,4.0,4,4,1,,0,0,0,0,0,0,0,0,0,1,5,5,1,4,4,2,11,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Forgotten Treasure of Lakeshore,Cleric,2,Mage,3,Druid,4,Ranger,2,Lever Puzzle Room,Riddle Door,Ghosts,Snake Pit,Snake Pit,,,,,,,,2.5,5,5,1,,0,0,0,1,2,2,1,3,3,1,2,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0
Nightmare Den of Limeneth,Ranger,5,Ranger,5,Mage,4,Cleric,3,Skeletons,Zombies,Poison Needle Trap,Snake Pit,Boulder Trap,Lich,,,,,,,4.0,6,6,1,,0,0,0,2,10,5,1,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1
Dread Lair of Sintharion,Druid,2,Cleric,4,Ranger,3,Druid,2,Boulder Trap,Skeletons,Skeletons,Skeletons,Basilisk,,,,,,,,3.0,5,5,1,,0,0,0,1,3,3,0,0,0,1,4,4,2,4,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0
Timeless Treasure of Darkflight Pass,Cleric,3,Rogue,2,Cleric,1,Fighter,3,Lever Puzzle Room,Boulder Trap,Wolves,,,,,,,,,,1.5,3,3,1,,1,3,3,0,0,0,0,0,0,2,4,3,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Lost Temple of Khaz-Gorond,Ranger,1,Rogue,4,Druid,1,Fighter,2,Poison Needle Trap,Lever Puzzle Room,Skeletons,Lever Puzzle Room,Snake Pit,,,,,,,,2.25,5,5,1,,1,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1
Goblin Cave of Sintharion,Ranger,2,Mage,2,Fighter,4,Cleric,3,Poison Needle Trap,Goblins,Goblins,Goblins,Goblins,Poison Needle Trap,Poison Needle Trap,Goblins,Goblin Chieftain,,,,3.625,9,6,0,Poison Needle Trap,1,4,4,1,2,2,1,2,2,1,3,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Orc Town of Icemarch,Cleric,4,Cleric,3,Fighter,4,Rogue,8,Poison Needle Trap,Wolves,Orcs,Orcs,Poison Needle Trap,Wolves,Orcs,Poison Needle Trap,Orcs,,,,4.75,9,9,1,,1,4,4,0,0,0,0,0,0,2,7,4,0,0,0,1,8,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Orc Cave of Limeneth,Mage,4,Druid,4,Druid,6,Ranger,5,Boulder Trap,Orcs,Wolves,Wolves,Orcs,Boulder Trap,Orc Warlord,,,,,,4.5,7,6,0,Orc Warlord,0,0,0,1,5,5,1,4,4,0,0,0,2,10,6,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Sunken Cave of Sintharion,Ranger,4,Druid,5,Cleric,4,Fighter,4,Riddle Door,Wolves,Orcs,Wolves,Dragon,,,,,,,,4.75,5,4,0,Dragon,1,4,4,1,4,4,0,0,0,1,4,4,1,5,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Goblin Town of Stonefell Peak,Druid,2,Mage,2,Ranger,1,Cleric,2,Goblins,Goblins,Goblins,Snake Pit,Snake Pit,Goblins,Goblin Chieftain,,,,,,2.8000000000000003,7,6,0,Goblin Chieftain,0,0,0,1,1,1,1,2,2,1,2,2,1,2,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Goblin Tower of Cheliax,Mage,4,Cleric,4,Mage,4,Fighter,4,Boulder Trap,Goblins,Boulder Trap,Goblins,Boulder Trap,Goblins,Goblins,Goblins,Goblins,Goblin Chieftain,,,3.950000000000001,10,9,0,Goblin Chieftain,1,4,4,0,0,0,2,8,4,1,4,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Forgotten Temple of Lakeshore,Cleric,3,Ranger,3,Cleric,3,Druid,3,Lever Puzzle Room,Riddle Door,Orcs,Wolves,Wolves,Orcs,,,,,,,3.25,6,6,1,,0,0,0,1,3,3,0,0,0,2,6,3,1,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Lost Treasure of Calantha,Cleric,3,Rogue,5,Ranger,3,Druid,3,Ghosts,Basilisk,Snake Pit,Boulder Trap,Basilisk,,,,,,,,4.0,5,5,1,,0,0,0,1,3,3,0,0,0,1,3,3,1,3,3,1,5,5,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0
Undead Ziggurat of Calantha,Rogue,4,Ranger,3,Fighter,4,Druid,3,Ghosts,Skeletons,Poison Needle Trap,Poison Needle Trap,Zombies,Lich,,,,,,,4.25,6,6,1,,1,4,4,1,3,3,0,0,0,0,0,0,1,3,3,1,4,4,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2
Lost Temple of Stormwind,Mage,2,Druid,3,Fighter,3,Druid,3,Zombies,Poison Needle Trap,Poison Needle Trap,Zombies,Skeletons,Zombies,Lever Puzzle Room,,,,,,3.25,7,4,0,Skeletons,1,3,3,0,0,0,1,2,2,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,2
Dread Den of Khaz-Gorond,Druid,3,Cleric,4,Ranger,3,Rogue,5,Snake Pit,Cursed Altar,Lever Puzzle Room,Zombies,Basilisk,,,,,,,,3.0,5,5,1,,0,0,0,1,3,3,0,0,0,1,4,4,1,3,3,1,5,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
Nightmare Den of Stormwind,Ranger,2,Fighter,3,Cleric,2,Rogue,2,Riddle Door,Zombies,Lich,,,,,,,,,,2.5,3,2,0,Lich,1,3,3,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Goblin Tunnels of Calantha,Druid,2,Ranger,2,Ranger,2,Cleric,2,Boulder Trap,Goblins,Goblins,Goblins,Boulder Trap,Goblins,Goblins,,,,,,2.375,7,4,0,Boulder Trap,0,0,0,2,4,2,0,0,0,1,2,2,1,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Lost Dungeon of Lakeshore,Fighter,4,Druid,4,Cleric,6,Mage,4,Cursed Altar,Ghosts,Lever Puzzle Room,Ghosts,Cursed Altar,Lever Puzzle Room,Lever Puzzle Room,Snake Pit,Skeletons,,,,4.75,9,9,1,,1,4,4,0,0,0,1,4,4,1,6,6,1,4,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,2,1,0
Forgotten Treasure of Cheliax,Cleric,7,Mage,5,Ranger,5,Fighter,7,Lich,Ghosts,Riddle Door,Cursed Altar,Basilisk,Poison Needle Trap,Zombies,Riddle Door,,,,,6.0,8,8,1,,1,7,7,1,5,5,1,5,5,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,1
Nightmare Den of Stonefell Peak,Mage,2,Druid,4,Druid,3,Fighter,3,Orcs,Orcs,Riddle Door,Lever Puzzle Room,Basilisk,,,,,,,,3.0,5,5,1,,1,3,3,0,0,0,1,2,2,0,0,0,2,7,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Lost Dungeon of Calantha,Mage,5,Druid,3,Mage,4,Fighter,4,Zombies,Poison Needle Trap,Wolves,Boulder Trap,Ghosts,Snake Pit,Wolves,Lever Puzzle Room,,,,,4.5,8,8,1,,1,4,4,0,0,0,2,9,5,0,0,0,1,3,3,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Nightmare Cave of Darkflight Pass,Druid,2,Druid,4,Cleric,4,Fighter,3,Snake Pit,Poison Needle Trap,Zombies,Skeletons,Lich,,,,,,,,3.5,5,5,1,,1,3,3,0,0,0,0,0,0,1,4,4,2,6,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
Undead City of Khaz-Gorond,Rogue,3,Druid,2,Mage,3,Rogue,4,Cursed Altar,Skeletons,Zombies,Lich,,,,,,,,,3.0,4,3,0,Lich,0,0,0,0,0,0,1,3,3,0,0,0,1,2,2,2,7,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Mountain Goblin Warrens of Stormwind,Rogue,3,Ranger,2,Cleric,1,Cleric,2,Goblins,Snake Pit,Goblin Chieftain,,,,,,,,,,1.325,3,2,0,Goblin Chieftain,0,0,0,1,2,2,0,0,0,2,3,2,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Undead Keep of Stonefell Peak,Cleric,1,Rogue,4,Mage,2,Cleric,2,Skeletons,Cursed Altar,Skeletons,Ghosts,,,,,,,,,2.0,4,4,1,,0,0,0,0,0,0,1,2,2,2,3,2,0,0,0,1,4,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
Old Cave of Stonefell Peak,Druid,4,Ranger,4,Mage,5,Ranger,4,Orcs,Orcs,Snake Pit,Orcs,Dragon,,,,,,,,4.25,5,3,0,Orcs,0,0,0,2,8,4,1,5,5,0,0,0,1,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Goblin Hole of Calantha,Druid,1,Fighter,1,Druid,2,Rogue,1,Goblins,Boulder Trap,Goblins,Goblins,,,,,,,,,1.2249999999999999,4,1,0,Boulder Trap,1,1,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Forgotten Temple of Stormwind,Ranger,4,Cleric,4,Rogue,3,Ranger,3,Cursed Altar,Snake Pit,Lever Puzzle Room,Zombies,Skeletons,Boulder Trap,Cursed Altar,,,,,,3.25,7,7,1,,0,0,0,2,7,4,0,0,0,1,4,4,0,0,0,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,1,0
Timeless Treasure of Lemarchand,Druid,5,Ranger,5,Mage,6,Fighter,4,Cursed Altar,Boulder Trap,Snake Pit,Poison Needle Trap,Ghosts,Riddle Door,Goblins,Zombies,Snake Pit,Ghosts,,,5.075,10,10,1,,1,4,4,1,5,5,1,6,6,0,0,0,1,5,5,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,2,1
Infernal Den of Azmar,Mage,3,Mage,4,Fighter,4,Cleric,3,Skeletons,Cursed Altar,Riddle Door,Lever Puzzle Room,Lich,,,,,,,,3.5,5,5,1,,1,4,4,0,0,0,2,7,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
Undead City of Stonefell Peak,Mage,4,Cleric,4,Fighter,3,Rogue,4,Ghosts,Ghosts,Cursed Altar,Cursed Altar,Skeletons,Skeletons,Skeletons,,,,,,3.75,7,7,1,,1,3,3,0,0,0,1,4,4,1,4,4,0,0,0,1,4,4,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0
Sunken Cave of Almadris,Druid,3,Fighter,5,Ranger,4,Rogue,4,Boulder Trap,Skeletons,Dragon,,,,,,,,,,3.25,3,3,1,,1,5,5,1,4,4,0,0,0,0,0,0,1,3,3,1,4,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Orc Cave of Riverfell,Druid,4,Druid,5,Fighter,4,Druid,3,Orcs,Wolves,Orcs,Cursed Altar,Wolves,Cursed Altar,Orc Warlord,,,,,,4.5,7,7,1,,1,4,4,0,0,0,0,0,0,0,0,0,3,12,5,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Mountain Goblin Town of Sintharion,Druid,1,Rogue,3,Ranger,1,Rogue,2,Wolves,Snake Pit,Goblin Chieftain,,,,,,,,,,1.75,3,3,1,,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Abandoned Temple of Darkflight Pass,Ranger,2,Cleric,3,Fighter,3,Mage,5,Ghosts,Zombies,Skeletons,Riddle Door,Cursed Altar,Riddle Door,Riddle Door,,,,,,3.5,7,7,1,,1,3,3,1,2,2,1,5,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0
Undead Ziggurat of Cheliax,Ranger,4,Cleric,4,Ranger,5,Ranger,5,Ghosts,Zombies,Poison Needle Trap,Skeletons,Poison Needle Trap,Poison Needle Trap,Zombies,Zombies,Zombies,,,,4.5,9,7,0,Zombies,0,0,0,3,14,5,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,3
Sunken Cave of Almadris,Mage,5,Cleric,2,Druid,3,Rogue,3,Zombies,Skeletons,Skeletons,Lever Puzzle Room,Lich,,,,,,,,3.5,5,5,1,,0,0,0,0,0,0,1,5,5,1,2,2,1,3,3,1,3,3,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0
Abandoned Treasure of Stormwind,Cleric,4,Mage,5,Rogue,5,Fighter,4,Dragon,Riddle Door,Riddle Door,Zombies,Skeletons,,,,,,,,4.25,5,5,1,,1,4,4,0,0,0,1,5,5,1,4,4,0,0,0,1,5,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0
Timeless Dungeon of Khaz-Gorond,Druid,4,Rogue,4,Fighter,4,Ranger,2,Orcs,Ghosts,Riddle Door,Skeletons,Riddle Door,Snake Pit,Cursed Altar,,,,,,3.5,7,4,0,Riddle Door,1,4,4,1,2,2,0,0,0,0,0,0,1,4,4,1,4,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1,0
Infernal Cave of Stormwind,Rogue,4,Fighter,3,Fighter,5,Druid,5,Zombies,Zombies,Zombies,Riddle Door,Boulder Trap,Lich,,,,,,,4.0,6,5,0,Lich,2,8,5,0,0,0,0,0,0,0,0,0,1,5,5,1,4,4,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0
Abandoned Dungeon of Darkflight Pass,Fighter,4,Mage,4,Cleric,5,Mage,3,Riddle Door,Skeletons,Orcs,Lever Puzzle Room,Cursed Altar,Cursed Altar,Basilisk,,,,,,4.0,7,7,1,,1,4,4,0,0,0,2,7,4,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2,0,0
Sunken Tomb of Stormwind,Cleric,3,Fighter,3,Druid,3,Rogue,5,Zombies,Snake Pit,Skeletons,Zombies,Riddle Door,Lich,,,,,,,4.0,6,5,0,Lich,1,3,3,0,0,0,0,0,0,1,3,3,1,3,3,1,5,5,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0
Abandoned Dungeon of Sintharion,Fighter,2,Druid,2,Ranger,1,Rogue,2,Riddle Door,Orcs,Poison Needle Trap,Snake Pit,,,,,,,,,1.75,4,4,1,,1,2,2,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Forgotten Treasure of Stormwind,Druid,3,Rogue,5,Cleric,3,Cleric,2,Skeletons,Skeletons,Skeletons,Boulder Trap,Riddle Door,Zombies,Lever Puzzle Room,,,,,,3.25,7,7,1,,0,0,0,0,0,0,0,0,0,2,5,3,1,3,3,1,5,5,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0
Nightmare Cave of Darkflight Pass,Cleric,5,Ranger,5,Druid,5,Rogue,7,Wolves,Boulder Trap,Wolves,Wolves,Dragon,,,,,,,,5.0,5,5,1,,0,0,0,1,5,5,0,0,0,1,5,5,1,5,5,1,7,7,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
